Name,Height,Weight,Body_mass_index,Games_Played,Goals,Assists,Shots_on_Goal,Points
Juraj Kolnik,178,86,27.1,240,46.0,49.0,420.0,95.0
Jussi Jokinen,180,90,27.8,951,191.0,372.0,1598.0,563.0
Jussi Timonen,183,91,27.2,14,0.0,4.0,8.0,4.0
Justin Abdelkader,188,99,28.0,739,106.0,146.0,1238.0,252.0
Justin Braun,188,93,26.3,669,27.0,146.0,919.0,173.0
Justin DiBenedetto,183,85,25.4,8,0.0,1.0,6.0,1.0
Justin Falk,196,101,26.3,279,3.0,30.0,201.0,33.0
Justin Faulk,183,98,29.3,628,90.0,184.0,1551.0,274.0
Justin Holl,190,93,25.8,81,4.0,17.0,97.0,21.0
Justin Kurtz,183,91,27.2,27,3.0,5.0,30.0,8.0
Justin Mapletoft,185,91,26.6,38,3.0,6.0,27.0,9.0
Justin Mercier,180,86,26.5,9,1.0,1.0,5.0,2.0
Justin Papineau,180,82,25.3,81,11.0,8.0,67.0,19.0
Justin Shugg,180,84,25.9,3,0.0,0.0,3.0,0.0
Justin Williams,185,84,24.5,1264,320.0,477.0,3308.0,797.0
Jyrki Jokipakka,190,98,27.1,150,3.0,25.0,114.0,28.0
Jyrki Lumme,185,95,27.8,271,22.0,73.0,364.0,95.0
Kai Nurminen,185,90,26.3,2,1.0,0.0,1.0,1.0
Kamil Kreps,188,88,24.9,232,18.0,42.0,279.0,60.0
Kamil Piros,183,88,26.3,28,4.0,4.0,23.0,8.0
Karel Pilar,190,94,26.0,90,6.0,24.0,128.0,30.0
Karel Rachunek,188,100,28.3,371,22.0,118.0,532.0,140.0
Kari Haakana,185,101,29.5,13,0.0,0.0,2.0,0.0
Karl Alzner,190,97,26.9,686,20.0,110.0,625.0,130.0
Karl Dykhuis,190,97,26.9,293,21.0,33.0,250.0,54.0
Karl Stewart,180,82,25.3,69,2.0,4.0,31.0,6.0
Karlis Skrastins,185,94,27.5,830,32.0,103.0,695.0,135.0
Kaspars Astashenko,185,93,27.2,23,1.0,2.0,7.0,3.0
Kaspars Daugavins,185,97,28.3,91,6.0,9.0,115.0,15.0
Keaton Ellerby,196,100,26.0,212,4.0,23.0,162.0,27.0
Keith Aldridge,180,84,25.9,4,0.0,0.0,6.0,0.0
Keith Aucoin,173,78,26.1,145,17.0,32.0,165.0,49.0
Keith Aulie,198,103,26.3,167,4.0,10.0,118.0,14.0
Keith Ballard,180,92,28.4,604,38.0,137.0,645.0,175.0
Keith Carney,188,93,26.3,594,24.0,107.0,492.0,131.0
Keith Jones,188,91,25.8,65,9.0,16.0,103.0,25.0
Keith Primeau,196,100,26.0,312,87.0,126.0,636.0,213.0
Keith Tkachuk,188,105,29.7,675,266.0,290.0,1927.0,556.0
Keith Yandle,185,89,26.0,976,99.0,474.0,2188.0,573.0
Kelly Buchberger,188,95,26.9,387,23.0,46.0,247.0,69.0
Kelly Chase,183,91,27.2,25,0.0,1.0,14.0,1.0
Kelly Fairchild,180,90,27.8,10,2.0,0.0,6.0,2.0
Ken Belanger,193,102,27.4,129,6.0,4.0,77.0,10.0
Ken Daneyko,185,98,28.6,291,2.0,23.0,206.0,25.0
Ken Gernander,180,82,25.3,2,0.0,0.0,0.0,0.0
Ken Klee,185,95,27.8,636,30.0,113.0,675.0,143.0
Ken Sutton,185,93,27.2,80,1.0,11.0,67.0,12.0
Kenndal McArdle,180,91,28.1,42,1.0,2.0,20.0,3.0
Kenny Jonsson,190,93,25.8,356,32.0,109.0,496.0,141.0
Kent Huskins,193,93,25.0,318,13.0,55.0,187.0,68.0
Kent Manderville,190,91,25.2,271,11.0,27.0,313.0,38.0
Kent McDonell,188,93,26.3,32,1.0,2.0,27.0,3.0
Kevin Bieksa,185,90,26.3,808,63.0,215.0,1436.0,278.0
Kevin Brown,185,96,28.1,7,0.0,0.0,5.0,0.0
Kevin Colley,178,79,24.9,16,0.0,0.0,4.0,0.0
Kevin Connauton,188,93,26.3,314,27.0,49.0,463.0,76.0
Kevin Dahl,180,86,26.5,4,0.0,0.0,3.0,0.0
Kevin Dallman,180,88,27.2,154,8.0,23.0,248.0,31.0
Kevin Dean,190,95,26.3,133,3.0,19.0,122.0,22.0
Kevin Dineen,180,90,27.8,196,17.0,23.0,225.0,40.0
Kevin Doell,180,86,26.5,8,0.0,1.0,6.0,1.0
Kevin Haller,188,90,25.5,98,4.0,10.0,71.0,14.0
Kevin Hatcher,190,104,28.8,131,8.0,33.0,210.0,41.0
Kevin Hayes,196,98,25.5,450,115.0,155.0,890.0,270.0
Kevin Henderson,190,95,26.3,4,1.0,0.0,3.0,1.0
Kevin Klein,185,92,26.9,627,38.0,116.0,640.0,154.0
Kevin Marshall,185,94,27.5,10,0.0,0.0,6.0,0.0
Kevin Miller,180,86,26.5,13,3.0,4.0,13.0,7.0
Kevin Quick,183,82,24.5,6,0.0,1.0,7.0,1.0
Kevin Sawyer,188,93,26.3,100,3.0,3.0,46.0,6.0
Kevin Shattenkirk,183,93,27.8,679,83.0,300.0,1407.0,383.0
Kevin Stevens,190,104,28.8,125,14.0,31.0,185.0,45.0
Kevin Westgarth,193,106,28.5,169,7.0,9.0,81.0,16.0
Kevyn Adams,185,91,26.6,534,59.0,77.0,872.0,136.0
Kim Johnsson,185,84,24.5,739,67.0,217.0,1172.0,284.0
Kimmo Timonen,178,88,27.8,1058,113.0,446.0,1870.0,559.0
Kip Brennan,193,104,27.9,61,1.0,1.0,19.0,2.0
Kip Miller,178,86,27.1,282,41.0,117.0,335.0,158.0
Kirby Law,185,84,24.5,9,0.0,1.0,1.0,1.0
Kirill Safronov,188,94,26.6,35,2.0,2.0,23.0,4.0
Kirk Maltby,183,86,25.7,718,81.0,95.0,936.0,176.0
Kirk Muller,183,93,27.8,235,19.0,49.0,270.0,68.0
Konstantin Koltsov,183,86,25.7,144,12.0,26.0,199.0,38.0
Konstantin Pushkarev,183,82,24.5,17,2.0,3.0,10.0,5.0
Korbinian Holzer,190,98,27.1,206,6.0,21.0,144.0,27.0
Kris Beech,190,96,26.6,198,25.0,42.0,263.0,67.0
Kris Chucko,188,96,27.2,2,0.0,0.0,0.0,0.0
Kris Draper,178,86,27.1,790,119.0,151.0,1282.0,270.0
Kris Foucault,183,91,27.2,1,0.0,0.0,0.0,0.0
Kris Fredheim,188,88,24.9,3,0.0,0.0,0.0,0.0
Kris King,180,94,29.0,52,3.0,4.0,36.0,7.0
Kris Letang,183,91,27.2,808,127.0,410.0,2111.0,537.0
Kris Newbury,180,93,28.7,76,4.0,6.0,60.0,10.0
Kris Russell,178,77,24.3,846,46.0,190.0,1025.0,236.0
Kris Vernarsky,190,91,25.2,17,1.0,0.0,18.0,1.0
Kris Versteeg,180,84,25.9,643,149.0,209.0,1357.0,358.0
Kristian Huselius,188,83,23.5,662,190.0,261.0,1533.0,451.0
Kristian Kudroc,201,116,28.7,26,2.0,2.0,12.0,4.0
Krys Barch,185,100,29.2,381,12.0,23.0,154.0,35.0
Krys Kolanos,188,91,25.8,149,20.0,22.0,231.0,42.0
Krzysztof Oliwa,196,111,28.9,272,10.0,18.0,161.0,28.0
Kurt Sauer,193,100,26.9,357,5.0,28.0,205.0,33.0
Kurtis Foster,196,102,26.6,405,42.0,118.0,842.0,160.0
Kurtis McLean,183,86,25.7,4,1.0,0.0,5.0,1.0
Kyle Brodziak,188,96,27.2,917,129.0,167.0,1248.0,296.0
Kyle Calder,180,82,25.3,590,114.0,180.0,1005.0,294.0
Kyle Chipchura,188,92,26.0,482,31.0,73.0,372.0,104.0
Kyle Clifford,188,93,26.3,676,61.0,71.0,900.0,132.0
Kyle Cumiskey,178,84,26.5,139,9.0,26.0,129.0,35.0
Kyle Freadrich,201,118,29.2,23,0.0,1.0,3.0,1.0
Kyle Greentree,190,98,27.1,4,0.0,0.0,6.0,0.0
Kyle McLaren,196,104,27.1,469,25.0,102.0,549.0,127.0
Kyle Okposo,183,99,29.6,800,196.0,310.0,1892.0,506.0
Kyle Palmieri,180,84,25.9,561,175.0,163.0,1369.0,338.0
Kyle Quincey,188,98,27.7,586,36.0,122.0,893.0,158.0
Kyle Rossiter,190,98,27.1,11,0.0,1.0,1.0,1.0
Kyle Turris,185,86,25.1,726,165.0,251.0,1526.0,416.0
Kyle Wanvig,188,95,26.9,75,6.0,9.0,86.0,15.0
Kyle Wellwood,178,82,25.9,489,92.0,143.0,646.0,235.0
Kyle Wilson,188,93,26.3,39,4.0,9.0,41.0,13.0
Ladislav Benysek,188,86,24.3,159,3.0,12.0,99.0,15.0
Ladislav Kohn,180,88,27.2,161,12.0,24.0,257.0,36.0
Ladislav Nagy,180,87,26.9,435,115.0,196.0,991.0,311.0
Ladislav Smid,193,95,25.5,583,12.0,60.0,365.0,72.0
Lance Bouma,188,95,26.9,357,30.0,46.0,379.0,76.0
Lance Pitlick,183,93,27.8,165,5.0,8.0,65.0,13.0
Lance Ward,190,100,27.7,209,4.0,12.0,134.0,16.0
Landon Ferraro,183,82,24.5,77,7.0,5.0,86.0,12.0
Landon Wilson,190,103,28.5,269,40.0,46.0,492.0,86.0
Lane MacDermid,190,98,27.1,21,2.0,2.0,11.0,4.0
Larry Murphy,185,98,28.6,138,12.0,49.0,227.0,61.0
Lars Eller,188,94,26.6,754,132.0,162.0,1326.0,294.0
Lars Jonsson,185,90,26.3,8,0.0,2.0,4.0,2.0
Lasse Kukkonen,185,86,25.1,159,6.0,16.0,104.0,22.0
Lasse Pirjeta,193,101,27.1,146,23.0,27.0,221.0,50.0
Lauri Korpikoski,185,88,25.7,609,86.0,115.0,850.0,201.0
Lauri Tukonen,188,91,25.8,5,0.0,0.0,2.0,0.0
Lawrence Nycholat,180,91,28.1,50,2.0,7.0,44.0,9.0
Layne Ulmer,185,91,26.6,1,0.0,0.0,1.0,0.0
Lee Goren,190,95,26.3,67,5.0,4.0,64.0,9.0
Lee Sorochan,185,95,27.8,1,0.0,0.0,0.0,0.0
Lee Stempniak,180,88,27.2,911,203.0,266.0,1864.0,469.0
Lee Sweatt,175,88,28.7,3,1.0,1.0,4.0,2.0
Len Barrie,183,91,27.2,120,14.0,32.0,109.0,46.0
Liam Reddox,180,81,25.0,100,6.0,18.0,136.0,24.0
Libor Pivko,188,88,24.9,1,0.0,0.0,2.0,0.0
Linden Vey,183,88,26.3,138,14.0,30.0,110.0,44.0
Linus Klasen,173,83,27.7,4,0.0,0.0,4.0,0.0
Linus Omark,180,85,26.2,79,8.0,24.0,110.0,32.0
Logan Couture,185,91,26.6,715,256.0,290.0,2032.0,546.0
Loui Eriksson,188,89,25.2,970,250.0,343.0,1927.0,593.0
Louie DeBrusk,188,103,29.1,104,4.0,3.0,36.0,7.0
Louis Leblanc,183,83,24.8,50,5.0,5.0,65.0,10.0
Louis Robitaille,188,95,26.9,2,0.0,0.0,0.0,0.0
Lubomir Sekeras,183,83,24.8,213,18.0,53.0,236.0,71.0
Lubomir Vaic,173,81,27.1,4,0.0,0.0,2.0,0.0
Lubomir Visnovsky,178,89,28.1,883,128.0,367.0,1532.0,495.0
Lubos Bartecko,185,91,26.6,225,41.0,54.0,276.0,95.0
Luc Bourdon,188,96,27.2,36,2.0,0.0,29.0,2.0
Luc Robitaille,185,94,27.5,460,151.0,167.0,1140.0,318.0
Luca Caputi,190,91,25.2,35,3.0,6.0,51.0,9.0
Luca Sbisa,188,90,25.5,548,20.0,93.0,537.0,113.0
Lukas Kaspar,188,92,26.0,16,2.0,2.0,19.0,4.0
Lukas Krajicek,188,87,24.6,328,11.0,61.0,349.0,72.0
Luke Adam,188,92,26.0,90,15.0,11.0,138.0,26.0
Luke Gazdic,193,102,27.4,147,5.0,3.0,77.0,8.0
Luke Richardson,193,98,26.3,544,9.0,56.0,364.0,65.0
Luke Schenn,188,104,29.4,759,31.0,117.0,928.0,148.0
Luke Sellars,185,95,27.8,1,0.0,0.0,0.0,0.0
Lyle Odelein,183,93,27.8,408,18.0,69.0,441.0,87.0
Lynn Loyns,180,93,28.7,34,3.0,2.0,18.0,5.0
MacGregor Sharp,185,84,24.5,8,0.0,0.0,6.0,0.0
Magnus Arvedson,188,90,25.5,293,68.0,84.0,483.0,152.0
Magnus Johansson,180,82,25.3,45,0.0,14.0,37.0,14.0
Magnus Paajarvi,188,92,26.0,467,62.0,62.0,787.0,124.0
Manny Malhotra,188,100,28.3,918,108.0,171.0,1115.0,279.0
Marc Bergevin,185,98,28.6,280,5.0,30.0,136.0,35.0
Marc Bureau,185,92,26.9,63,3.0,5.0,51.0,8.0
Marc Chouinard,196,93,24.2,320,37.0,41.0,315.0,78.0
Marc Methot,190,103,28.5,624,22.0,101.0,610.0,123.0
Marc Moro,185,100,29.2,29,0.0,0.0,11.0,0.0
Marc Rodgers,175,84,27.4,21,1.0,1.0,17.0,2.0
Marc Savard,178,87,27.5,709,197.0,458.0,1784.0,655.0
Marc Staal,193,95,25.5,892,43.0,145.0,971.0,188.0
Marc-Andre Bergeron,175,90,29.4,490,82.0,153.0,951.0,235.0
Marc-Andre Bourdon,183,102,30.5,45,4.0,3.0,45.0,7.0
Marc-Andre Cliche,183,92,27.5,151,3.0,11.0,137.0,14.0
Marc-Andre Gragnani,190,93,25.8,78,3.0,15.0,62.0,18.0
Marc-Antoine Pouliot,188,92,26.0,192,21.0,36.0,285.0,57.0
Marc-Edouard Vlasic,185,93,27.2,1035,72.0,254.0,1441.0,326.0
Marcel Goc,185,93,27.2,636,75.0,113.0,995.0,188.0
Marcel Hossa,190,100,27.7,237,31.0,30.0,344.0,61.0
Marcel Mueller,190,100,27.7,3,0.0,0.0,5.0,0.0
Marco Scandella,190,93,25.8,580,42.0,95.0,801.0,137.0
Marco Sturm,183,90,26.9,786,216.0,203.0,1816.0,419.0
Marcus Foligno,190,103,28.5,565,75.0,108.0,657.0,183.0
Marcus Johansson,185,95,27.8,648,129.0,235.0,982.0,364.0
Marcus Kruger,183,84,25.1,520,38.0,85.0,605.0,123.0
Marcus Nilson,188,88,24.9,513,66.0,100.0,813.0,166.0
Marcus Ragnarsson,185,98,28.6,339,21.0,62.0,363.0,83.0
Marek Malik,198,109,27.8,584,30.0,120.0,541.0,150.0
Marek Posmyk,196,103,26.8,19,1.0,2.0,22.0,3.0
Marek Svatos,178,84,26.5,344,100.0,72.0,764.0,172.0
Marek Zidlicky,180,86,26.5,836,89.0,328.0,1285.0,417.0
Marian Cisar,183,89,26.6,73,13.0,17.0,115.0,30.0
Marian Gaborik,185,93,27.2,1035,407.0,408.0,3207.0,815.0
Marian Hossa,185,94,27.5,1242,510.0,593.0,4095.0,1103.0
Mario Bliznak,183,86,25.7,6,1.0,0.0,2.0,1.0
Mario Kempe,183,84,25.1,70,6.0,7.0,77.0,13.0
Mario Lemieux,193,104,27.9,170,77.0,152.0,579.0,229.0
Mariusz Czerkawski,183,91,27.2,402,125.0,131.0,1038.0,256.0
Mark Barberio,185,94,27.5,272,14.0,42.0,312.0,56.0
Mark Bell,193,100,26.9,450,87.0,95.0,848.0,182.0
Mark Cullen,180,86,26.5,38,7.0,10.0,50.0,17.0
Mark Cundari,175,91,29.7,8,1.0,2.0,14.0,3.0
Mark Eaton,185,97,28.3,650,24.0,61.0,501.0,85.0
Mark Fayne,190,98,27.1,389,17.0,48.0,436.0,65.0
Mark Fistric,188,102,28.9,325,4.0,30.0,186.0,34.0
Mark Flood,185,86,25.1,39,3.0,5.0,35.0,8.0
Mark Fraser,193,100,26.9,219,4.0,18.0,104.0,22.0
Mark Giordano,185,91,26.6,893,134.0,349.0,1887.0,483.0
Mark Greig,180,89,27.5,23,4.0,4.0,23.0,8.0
Mark Hartigan,183,91,27.2,102,19.0,11.0,131.0,30.0
Mark Janssens,190,96,26.6,64,0.0,6.0,29.0,6.0
Mark Katic,178,88,27.8,11,0.0,1.0,8.0,1.0
Mark Lawrence,193,103,27.6,65,4.0,9.0,65.0,13.0
Mark Letestu,178,89,28.1,567,93.0,117.0,872.0,210.0
Mark Mancari,193,98,26.3,42,3.0,10.0,89.0,13.0
Mark Messier,188,95,26.9,343,84.0,143.0,552.0,227.0
Mark Mowers,180,84,25.9,248,18.0,38.0,234.0,56.0
Mark Olver,178,77,24.3,74,10.0,12.0,83.0,22.0
Mark Parrish,180,90,27.8,649,192.0,158.0,1118.0,350.0
Mark Popovic,185,95,27.8,81,2.0,5.0,57.0,7.0
Mark Pysyk,185,91,26.6,417,22.0,66.0,440.0,88.0
Mark Recchi,178,88,27.8,871,244.0,447.0,1880.0,691.0
Mark Rycroft,183,87,26.0,226,21.0,25.0,275.0,46.0
Mark Smith,178,98,30.9,377,23.0,47.0,343.0,70.0
Mark Stone,190,93,25.8,449,149.0,236.0,980.0,385.0
Mark Streit,180,87,26.9,786,96.0,338.0,1380.0,434.0
Mark Stuart,188,98,27.7,673,26.0,67.0,515.0,93.0
Mark Wotton,185,88,25.7,1,0.0,0.0,0.0,0.0
Marko Kiprusoff,185,88,25.7,27,0.0,6.0,17.0,6.0
Marko Tuomainen,190,99,27.4,75,9.0,9.0,86.0,18.0
Markus Naslund,180,88,27.2,722,296.0,362.0,2378.0,658.0
Marquis Mathieu,180,86,26.5,7,0.0,2.0,3.0,2.0
Martin Cibak,185,88,25.7,154,5.0,18.0,116.0,23.0
Martin Erat,183,92,27.5,881,176.0,369.0,1470.0,545.0
Martin Gelinas,180,92,28.4,610,128.0,175.0,1188.0,303.0
Martin Grenier,196,111,28.9,18,1.0,0.0,7.0,1.0
Martin Hanzal,198,103,26.3,673,127.0,211.0,1382.0,338.0
Martin Havlat,188,95,26.9,790,242.0,352.0,1908.0,594.0
Martin Lapointe,180,98,30.2,603,116.0,133.0,995.0,249.0
Martin Lojek,193,100,26.9,5,0.0,1.0,2.0,1.0
Martin Marincin,193,95,25.5,227,5.0,29.0,205.0,34.0
Martin Prochazka,180,78,24.1,3,0.0,1.0,5.0,1.0
Martin Rucinsky,185,93,27.2,499,115.0,189.0,1167.0,304.0
Martin Samuelsson,188,91,25.8,14,0.0,1.0,10.0,1.0
Martin Skoula,190,98,27.1,776,44.0,152.0,786.0,196.0
Martin Sonnenberg,183,89,26.6,19,1.0,2.0,26.0,3.0
Martin Spanhel,188,93,26.3,10,2.0,0.0,14.0,2.0
Martin St. Louis,173,80,26.7,1121,390.0,641.0,2870.0,1031.0
Martin St. Pierre,175,85,27.8,39,3.0,5.0,31.0,8.0
Martin Straka,175,82,26.8,504,145.0,277.0,1020.0,422.0
Martin Strbak,190,95,26.3,49,5.0,11.0,54.0,16.0
Martins Karsums,178,90,28.4,24,1.0,5.0,28.0,6.0
Martti Jarventie,180,84,25.9,1,0.0,0.0,0.0,0.0
Marty McInnis,180,85,26.2,293,50.0,67.0,543.0,117.0
Marty McSorley,188,107,30.3,27,2.0,3.0,24.0,5.0
Marty Murray,175,82,26.8,242,28.0,39.0,280.0,67.0
Marty Reasoner,185,89,26.0,776,94.0,162.0,1055.0,256.0
Masi Marjamaki,188,88,24.9,1,0.0,0.0,0.0,0.0
Mason Raymond,183,84,25.1,546,115.0,136.0,1200.0,251.0
Mat Clark,190,102,28.2,9,0.0,1.0,4.0,1.0
Mathias Johansson,188,84,23.8,58,5.0,10.0,70.0,15.0
Mathias Tjarnqvist,188,89,25.2,173,13.0,19.0,181.0,32.0
Mathieu Biron,201,104,25.7,253,12.0,32.0,303.0,44.0
Mathieu Carle,183,91,27.2,3,0.0,0.0,2.0,0.0
Mathieu Dandenault,183,98,29.3,626,51.0,97.0,702.0,148.0
Mathieu Darche,185,94,27.5,250,30.0,42.0,358.0,72.0
Mathieu Perreault,178,85,26.8,627,130.0,194.0,996.0,324.0
Mathieu Roy,188,94,26.6,66,2.0,11.0,59.0,13.0
Mathieu Schneider,183,87,26.0,661,118.0,280.0,1574.0,398.0
Mats Lindgren,188,91,25.8,176,20.0,32.0,188.0,52.0
Mats Sundin,196,105,27.3,653,268.0,366.0,2005.0,634.0
Mats Zuccarello,173,83,27.7,576,129.0,263.0,1168.0,392.0
Matt Bartkowski,185,90,26.3,255,8.0,40.0,293.0,48.0
Matt Beleskey,183,94,28.1,477,76.0,82.0,841.0,158.0
Matt Bradley,190,91,25.2,675,59.0,90.0,749.0,149.0
Matt Calvert,180,87,26.9,548,95.0,105.0,844.0,200.0
Matt Campanale,180,91,28.1,1,0.0,0.0,0.0,0.0
Matt Carkner,193,103,27.6,237,4.0,23.0,213.0,27.0
Matt Carle,183,89,26.6,730,45.0,238.0,966.0,283.0
Matt Cooke,180,93,28.7,1016,167.0,229.0,1387.0,396.0
Matt Corrente,183,93,27.8,34,0.0,6.0,27.0,6.0
Matt Cullen,185,91,26.6,1380,249.0,430.0,2587.0,679.0
Matt D'Agostini,183,89,26.6,324,52.0,55.0,577.0,107.0
Matt Davidson,190,89,24.6,56,5.0,7.0,48.0,12.0
Matt Donovan,185,93,27.2,67,2.0,17.0,104.0,19.0
Matt Duchene,180,88,27.2,793,245.0,344.0,1928.0,589.0
Matt Elich,190,89,24.6,16,1.0,1.0,12.0,2.0
Matt Ellis,183,94,28.1,356,21.0,28.0,485.0,49.0
Matt Ellison,183,87,26.0,43,3.0,11.0,54.0,14.0
Matt Foy,188,99,28.0,56,6.0,7.0,65.0,13.0
Matt Frattin,183,91,27.2,135,17.0,18.0,206.0,35.0
Matt Gilroy,185,91,26.6,225,11.0,37.0,278.0,48.0
Matt Greene,190,107,29.6,615,17.0,63.0,476.0,80.0
Matt Halischuk,180,85,26.2,280,33.0,42.0,352.0,75.0
Matt Henderson,185,92,26.9,4,0.0,1.0,3.0,1.0
Matt Hendricks,183,94,28.1,607,54.0,62.0,720.0,116.0
Matt Herr,188,93,26.3,28,2.0,3.0,22.0,5.0
Matt Higgins,188,84,23.8,31,0.0,2.0,12.0,2.0
Matt Hunwick,180,88,27.2,535,25.0,94.0,603.0,119.0
Matt Hussey,188,96,27.2,21,2.0,2.0,31.0,4.0
Matt Irwin,185,94,27.5,359,22.0,60.0,590.0,82.0
Matt Johnson,196,105,27.3,291,17.0,12.0,143.0,29.0
Matt Jones,183,98,29.3,106,1.0,10.0,55.0,11.0
Matt Kassian,196,112,29.1,76,4.0,1.0,32.0,5.0
Matt Keith,188,91,25.8,27,2.0,3.0,30.0,5.0
Matt Koalska,180,86,26.5,3,0.0,0.0,3.0,0.0
Matt Lashoff,188,93,26.3,74,1.0,15.0,54.0,16.0
Matt Martin,190,100,27.7,692,61.0,70.0,786.0,131.0
Matt Murley,185,93,27.2,62,2.0,7.0,71.0,9.0
Matt Niskanen,185,91,26.6,949,72.0,284.0,1554.0,356.0
Matt Pelech,193,107,28.7,13,1.0,3.0,7.0,4.0
Matt Pettinger,185,93,27.2,422,65.0,58.0,633.0,123.0
Matt Ryan,180,83,25.6,12,0.0,1.0,8.0,1.0
Matt Smaby,198,108,27.6,122,0.0,6.0,61.0,6.0
Matt Stajan,185,88,25.7,1003,146.0,267.0,1152.0,413.0
Matt Taormina,178,83,26.2,59,4.0,8.0,79.0,12.0
Matt Walker,193,98,26.3,314,4.0,26.0,303.0,30.0
Matt Watkins,178,84,26.5,1,0.0,0.0,0.0,0.0
Matthew Barnaby,185,87,25.4,499,64.0,106.0,531.0,170.0
Matthew Lombardi,180,88,27.2,536,101.0,161.0,1061.0,262.0
Matthew Spiller,196,106,27.6,68,0.0,2.0,31.0,2.0
Matthieu Descoteaux,193,94,25.2,5,1.0,1.0,6.0,2.0
Mattias Norstrom,188,95,26.9,618,12.0,102.0,488.0,114.0
Mattias Ohlund,193,104,27.9,758,77.0,201.0,1343.0,278.0
Mattias Ritola,183,93,27.8,43,4.0,5.0,67.0,9.0
Mattias Tedenby,178,79,24.9,120,10.0,20.0,144.0,30.0
Mattias Timander,190,104,28.8,333,11.0,42.0,304.0,53.0
Mattias Weinhandl,183,83,24.8,182,19.0,37.0,175.0,56.0
Max Pacioretty,188,97,27.4,763,280.0,274.0,2545.0,554.0
Max Reinhart,185,87,25.4,23,1.0,4.0,36.0,5.0
Max Sauve,183,84,25.1,1,0.0,0.0,0.0,0.0
Max Talbot,180,84,25.9,704,91.0,113.0,887.0,204.0
Maxim Afinogenov,183,85,25.4,651,158.0,237.0,1557.0,395.0
Maxim Balmochnykh,183,84,25.1,6,0.0,1.0,6.0,1.0
Maxim Galanov,185,93,27.2,65,4.0,8.0,57.0,12.0
Maxim Kondratiev,185,86,25.1,40,1.0,2.0,23.0,3.0
Maxim Kuznetsov,196,107,27.9,136,2.0,8.0,88.0,10.0
Maxim Lapierre,188,94,26.6,614,65.0,74.0,866.0,139.0
Maxim Mayorov,188,85,24.1,7,0.0,0.0,5.0,0.0
Maxim Mayorov,188,92,26.0,5,1.0,0.0,3.0,1.0
Maxim Noreau,180,88,27.2,6,0.0,0.0,8.0,0.0
Maxim Sushinsky,173,75,25.1,30,7.0,4.0,62.0,11.0
Maxime Fortunus,180,93,28.7,9,0.0,1.0,5.0,1.0
Maxime Macenauer,183,85,25.4,29,1.0,3.0,14.0,4.0
Mel Angelstad,188,95,26.9,2,0.0,0.0,1.0,0.0
Michael Blunden,193,98,26.3,127,7.0,6.0,110.0,13.0
Michael Cammalleri,175,82,26.8,906,294.0,348.0,2469.0,642.0
Michael Caruso,188,87,24.6,2,0.0,0.0,0.0,0.0
Michael Chaput,188,93,26.3,169,6.0,16.0,138.0,22.0
Michael Del Zotto,183,88,26.3,657,56.0,180.0,962.0,236.0
Michael Frolik,185,88,25.7,850,159.0,225.0,1964.0,384.0
Michael Funk,193,90,24.2,9,0.0,2.0,2.0,2.0
Michael Grabner,185,84,24.5,640,175.0,101.0,1344.0,276.0
Michael Kostka,185,95,27.8,85,4.0,17.0,114.0,21.0
Michael Latta,183,94,28.1,113,4.0,13.0,59.0,17.0
Michael Nylander,185,88,25.7,611,151.0,334.0,1176.0,485.0
Michael Peca,180,86,26.5,537,94.0,183.0,856.0,277.0
Michael Ryan,185,85,24.8,83,7.0,8.0,118.0,15.0
Michael Ryder,183,90,26.9,806,237.0,247.0,1921.0,484.0
Michael Sauer,190,97,26.9,98,4.0,14.0,70.0,18.0
Michael Stone,190,95,26.3,472,31.0,93.0,721.0,124.0
Michal Barinka,190,102,28.2,34,0.0,2.0,34.0,2.0
Michal Grosek,188,94,26.6,251,30.0,60.0,319.0,90.0
Michal Handzus,196,98,25.5,943,181.0,286.0,1337.0,467.0
Michal Jordan,185,88,25.7,79,3.0,4.0,82.0,7.0
Michal Repik,178,82,25.9,72,9.0,11.0,119.0,20.0
Michal Rozsival,185,95,27.8,963,68.0,241.0,1055.0,309.0
Michal Sivek,190,95,26.3,38,3.0,3.0,45.0,6.0
Michal Sykora,196,102,26.6,49,5.0,11.0,71.0,16.0
Micheal Ferland,188,94,26.6,335,60.0,74.0,577.0,134.0
Micheal Haley,180,93,28.7,270,11.0,21.0,176.0,32.0
Michel Ouellet,185,88,25.7,190,52.0,64.0,370.0,116.0
Michel Picard,180,86,26.5,9,1.0,4.0,14.0,5.0
Michel Riesen,188,86,24.3,12,0.0,1.0,16.0,1.0
Micki Dupont,178,84,26.5,23,1.0,3.0,38.0,4.0
Miikia Elomo,183,88,26.3,2,0.0,1.0,3.0,1.0
Mika Alatalo,183,91,27.2,152,17.0,29.0,171.0,46.0
Mika Pyorala,183,86,25.7,36,2.0,2.0,41.0,4.0
Mikael Andersson,180,82,25.3,55,2.0,6.0,57.0,8.0
Mikael Backlund,185,91,26.6,690,145.0,220.0,1574.0,365.0
Mikael Granlund,178,84,26.5,540,111.0,241.0,1088.0,352.0
Mikael Holmqvist,193,95,25.5,156,18.0,17.0,204.0,35.0
Mikael Renberg,188,107,30.3,269,50.0,97.0,477.0,147.0
Mikael Samuelsson,188,99,28.0,699,149.0,197.0,1795.0,346.0
Mike Angelidis,185,96,28.1,14,2.0,0.0,9.0,2.0
