Name,Position,Height,Weight,Body_mass_index,Games_Played,Goals,Assists,Shots_on_Goal
Michael Latta,Centre,183,94,28.1,113,4.0,13.0,59.0
Michael Nylander,Centre,185,88,25.7,611,151.0,334.0,1176.0
Michael Peca,Centre,180,86,26.5,537,94.0,183.0,856.0
Michael Ryan,Centre,185,85,24.8,83,7.0,8.0,118.0
Michael Ryder,Right_wing,183,90,26.9,806,237.0,247.0,1921.0
Michael Sauer,Defence,190,97,26.9,98,4.0,14.0,70.0
Michael Stone,Defence,190,95,26.3,472,31.0,93.0,721.0
Michal Barinka,Defence,190,102,28.2,34,0.0,2.0,34.0
Michal Grosek,Right_wing,188,94,26.6,251,30.0,60.0,319.0
Michal Handzus,Centre,196,98,25.5,943,181.0,286.0,1337.0
Michal Jordan,Defence,185,88,25.7,79,3.0,4.0,82.0
Michal Repik,Right_wing,178,82,25.9,72,9.0,11.0,119.0
Michal Rozsival,Defence,185,95,27.8,963,68.0,241.0,1055.0
Michal Sivek,Centre,190,95,26.3,38,3.0,3.0,45.0
Michal Sykora,Defence,196,102,26.6,49,5.0,11.0,71.0
Micheal Ferland,Left_wing,188,94,26.6,335,60.0,74.0,577.0
Micheal Haley,Centre,180,93,28.7,270,11.0,21.0,176.0
Michel Ouellet,Left_wing,185,88,25.7,190,52.0,64.0,370.0
Michel Picard,Left_wing,180,86,26.5,9,1.0,4.0,14.0
Michel Riesen,Right_wing,188,86,24.3,12,0.0,1.0,16.0
Micki Dupont,Defence,178,84,26.5,23,1.0,3.0,38.0
Miikia Elomo,Left_wing,183,88,26.3,2,0.0,1.0,3.0
Mika Alatalo,Left_wing,183,91,27.2,152,17.0,29.0,171.0
Mika Pyorala,Left_wing,183,86,25.7,36,2.0,2.0,41.0
Mikael Andersson,Left_wing,180,82,25.3,55,2.0,6.0,57.0
Mikael Backlund,Centre,185,91,26.6,690,145.0,220.0,1574.0
Mikael Granlund,Centre,178,84,26.5,540,111.0,241.0,1088.0
Mikael Holmqvist,Centre,193,95,25.5,156,18.0,17.0,204.0
Mikael Renberg,Left_wing,188,107,30.3,269,50.0,97.0,477.0
Mikael Samuelsson,Right_wing,188,99,28.0,699,149.0,197.0,1795.0
Mike Angelidis,Left_wing,185,96,28.1,14,2.0,0.0,9.0
Mike Bishai,Centre,180,84,25.9,14,0.0,2.0,14.0
Mike Brown,Left_wing,193,102,27.4,34,1.0,2.0,12.0
Mike Brown,Right_wing,180,92,28.4,407,19.0,17.0,375.0
Mike Card,Defence,183,91,27.2,4,0.0,0.0,0.0
Mike Commodore,Defence,193,106,28.5,484,23.0,83.0,565.0
Mike Comrie,Centre,178,84,26.5,589,168.0,197.0,1255.0
Mike Craig,Right_wing,185,84,24.5,2,0.0,0.0,2.0
Mike Crowley,Defence,180,86,26.5,39,1.0,10.0,45.0
Mike Danton,Left_wing,175,87,28.4,87,9.0,5.0,93.0
Mike Duco,Right_wing,178,88,27.8,18,0.0,2.0,10.0
Mike Eagles,Left_wing,178,86,27.1,25,2.0,0.0,13.0
Mike Eastwood,Centre,190,98,27.1,379,39.0,70.0,288.0
Mike Farrell,Right_wing,183,101,30.2,13,0.0,0.0,3.0
Mike Fisher,Centre,185,98,28.6,1104,278.0,311.0,2333.0
Mike Gaul,Defence,185,91,26.6,2,0.0,0.0,3.0
Mike Glumac,Centre,188,91,25.8,40,7.0,6.0,62.0
Mike Green,Defence,185,94,27.5,880,150.0,351.0,1918.0
Mike Grier,Right_wing,185,103,30.1,833,118.0,174.0,1321.0
Mike Hoffman,Left_wing,185,82,24.0,493,172.0,187.0,1456.0
Mike Hurlbut,Defence,188,91,25.8,1,0.0,0.0,1.0
Mike Iggulden,Centre,190,98,27.1,12,1.0,4.0,17.0
Mike Johnson,Right_wing,188,91,25.8,487,92.0,188.0,821.0
Mike Keane,Right_wing,178,84,26.5,355,42.0,60.0,298.0
Mike Knuble,Right_wing,190,104,28.8,924,255.0,244.0,1827.0
Mike Komisarek,Defence,193,107,28.7,551,14.0,67.0,479.0
Mike Leclerc,Left_wing,188,94,26.6,322,63.0,93.0,619.0
Mike Liambas,Left_wing,178,89,28.1,8,0.0,1.0,3.0
Mike Lundin,Defence,188,86,24.3,252,4.0,32.0,160.0
Mike Maneluk,Right_wing,180,86,26.5,40,5.0,1.0,33.0
Mike Matteucci,Defence,188,95,26.9,6,0.0,0.0,3.0
Mike Modano,Centre,190,96,26.6,789,250.0,389.0,1899.0
Mike Moore,Defence,185,91,26.6,6,1.0,0.0,5.0
Mike Mottau,Defence,183,88,26.3,321,7.0,51.0,274.0
Mike Pandolfo,Left_wing,190,99,27.4,3,0.0,0.0,3.0
Mike Peluso,Right_wing,185,94,27.5,38,4.0,2.0,47.0
Mike Rathje,Defence,196,107,27.9,458,19.0,98.0,511.0
Mike Ribeiro,Centre,183,80,23.9,1074,228.0,565.0,1581.0
Mike Ricci,Centre,183,91,27.2,473,89.0,129.0,593.0
Mike Richards,Centre,180,89,27.5,749,181.0,306.0,1688.0
Mike Rucinski,Defence,180,86,26.5,2,0.0,0.0,2.0
Mike Rupp,Left_wing,196,109,28.4,610,54.0,45.0,588.0
Mike Santorelli,Centre,183,86,25.7,406,64.0,74.0,709.0
Mike Siklenka,Defence,196,104,27.1,2,0.0,0.0,1.0
Mike Sillinger,Centre,180,89,27.5,599,164.0,189.0,1120.0
Mike Stapleton,Centre,178,82,25.9,114,12.0,18.0,177.0
Mike Stuart,Defence,183,88,26.3,3,0.0,0.0,1.0
Mike Stutzel,Left_wing,188,98,27.7,9,0.0,0.0,3.0
Mike Sullivan,Left_wing,188,93,26.3,193,11.0,16.0,146.0
Mike Van Ryn,Defence,185,90,26.3,353,30.0,99.0,554.0
Mike Vernace,Defence,183,98,29.3,22,0.0,1.0,15.0
Mike Watt,Left_wing,188,96,27.2,68,6.0,7.0,69.0
Mike Weaver,Defence,175,85,27.8,633,8.0,89.0,361.0
Mike Weber,Defence,188,96,27.2,351,9.0,44.0,271.0
Mike Wilson,Defence,198,104,26.5,101,5.0,18.0,105.0
Mike York,Centre,178,84,26.5,579,127.0,195.0,1206.0
Mike Zigomanis,Centre,183,91,27.2,197,21.0,19.0,256.0
Mikhail Grabovski,Centre,178,81,25.6,534,125.0,171.0,1001.0
Mikhail Kuleshov,Left_wing,190,100,27.7,3,0.0,0.0,4.0
Mikhail Yakubov,Centre,190,92,25.5,53,2.0,10.0,59.0
Mikkel Boedker,Left_wing,183,95,28.4,709,118.0,209.0,1100.0
Mikko Eloranta,Left_wing,183,86,25.7,264,32.0,44.0,380.0
Mikko Jokela,Defence,185,98,28.6,1,0.0,0.0,3.0
Mikko Koivu,Centre,190,98,27.1,1028,205.0,504.0,2270.0
Mikko Lehtonen,Defence,185,88,25.7,15,1.0,2.0,14.0
Mikko Lehtonen,Right_wing,196,92,23.9,2,0.0,0.0,2.0
Mikko Luoma,Defence,190,94,26.0,3,0.0,1.0,4.0
Milan Bartovic,Left_wing,180,91,28.1,50,3.0,14.0,70.0
Milan Hejduk,Right_wing,183,86,25.7,938,361.0,396.0,2489.0
Milan Jurcina,Defence,193,109,29.3,430,22.0,59.0,540.0
Milan Kraft,Centre,190,96,26.6,207,41.0,41.0,350.0
Milan Kytnar,Centre,183,85,25.4,1,0.0,0.0,1.0
Milan Lucic,Left_wing,190,107,29.6,958,206.0,315.0,1555.0
Milan Michalek,Left_wing,188,103,29.1,747,208.0,238.0,1732.0
Miroslav Guren,Defence,188,97,27.4,24,1.0,2.0,20.0
Miroslav Satan,Right_wing,190,87,24.1,752,258.0,292.0,2003.0
Miroslav Zalesak,Right_wing,183,91,27.2,12,1.0,2.0,11.0
Mitch Callahan,Left_wing,183,88,26.3,5,0.0,0.0,2.0
Mitch Fritz,Left_wing,203,117,28.4,20,0.0,0.0,2.0
Morgan Ellis,Defence,185,94,27.5,3,0.0,0.0,3.0
Murray Baron,Defence,190,107,29.6,382,9.0,33.0,233.0
Murray Craven,Centre,190,86,23.8,19,0.0,2.0,18.0
Nate Guenin,Defence,190,94,26.0,205,5.0,23.0,108.0
Nate Prosser,Defence,188,92,26.0,354,10.0,37.0,187.0
Nate Raduns,Right_wing,190,93,25.8,1,0.0,0.0,0.0
Nate Thompson,Centre,183,96,28.7,767,62.0,94.0,863.0
Nathan Dempsey,Defence,183,86,25.7,246,20.0,66.0,406.0
Nathan Gerbe,Left_wing,163,77,29.0,426,62.0,86.0,1010.0
Nathan McIver,Defence,188,96,27.2,36,0.0,1.0,14.0
Nathan Oystrick,Defence,183,95,28.4,65,5.0,10.0,55.0
Nathan Paetsch,Defence,183,91,27.2,167,7.0,35.0,149.0
Nathan Perrott,Right_wing,183,102,30.5,89,4.0,5.0,73.0
Nathan Robinson,Centre,175,82,26.8,7,0.0,0.0,6.0
Nathan Smith,Centre,188,93,26.3,26,0.0,0.0,10.0
Nazem Kadri,Centre,183,88,26.3,612,180.0,213.0,1534.0
Nelson Emerson,Right_wing,180,79,24.4,182,31.0,33.0,393.0
Nick Bjugstad,Centre,198,99,25.2,439,97.0,110.0,1073.0
Nick Bonino,Centre,185,89,26.0,626,122.0,160.0,989.0
Nick Boynton,Defence,185,99,28.9,605,34.0,110.0,914.0
Nick Drazenovic,Centre,183,87,26.0,12,0.0,0.0,10.0
Nick Foligno,Left_wing,183,95,28.4,908,196.0,270.0,1679.0
Nick Holden,Defence,193,95,25.5,496,45.0,96.0,608.0
Nick Johnson,Right_wing,188,91,25.8,113,14.0,23.0,196.0
Nick Leddy,Defence,183,91,27.2,720,63.0,242.0,1038.0
Nick Palmieri,Right_wing,190,100,27.7,87,13.0,12.0,131.0
Nick Petrecki,Defence,190,102,28.2,1,0.0,0.0,0.0
Nick Schultz,Defence,185,92,26.9,1069,30.0,145.0,815.0
